Leaf_blight,"1. In new plantings, growers might consider grouping together certain disease-susceptible varieties in the vineyard, so they can spray only the blocks that need it.
2. If disease pressure is mounting during a wet spring, growers shouldn�t wait too long to get a fungicide applied, even if that means a rain may wash some off.
3. Protectants such as mancozeb and ziram can provide economical early-season control, especially for Phomopsis and black rot, and sulfur may be used for early powdery mildew control in cultivars that are not sulfur-sensitive.",https://www.goodfruit.com/11-tips-to-beat-grape-fungal-diseases/
,,
Haunglongbing,"1. Cultural methods include antibacterial management, sanitation, removal of infected plants, frequent scouting, and most importantly, crisis declaration.
2. Certain antibiotics, specifically streptomycin and oxytetracycline, may be effective in the fight against citrus greening disease.
3. Tracking the disease will help prevent further infection in other affected areas and help mitigate more local infections if detected early enough.",https://en.wikipedia.org/wiki/Citrus_greening_disease
,,
Bacterial_spot,"1. Compounds available for use on peach and nectarine for bacterial spot include copper, oxytetracycline (Mycoshield and generic equivalents), and syllit+captan; however, repeated applications are typically necessary for even minimal disease control.
2. There is some evidence that the hydrochloride form of oxytetracycline (Fireline) is more effective than the calcium form Mycoshield.
3. Syllit+captan is used as a moderately effective alternative to oxytetracycline, but with some risk of phytotoxicity if used repeatedly without intervening rains.","https://www.canr.msu.edu/news/management_of_bacterial_spot_on_peaches_and_nectarines#:~:text=Bacterial%20spot%20is%20an%20important,leaf%20spots%2C%20and%20twig%20cankers."
,,
Bacterial_spot,"1. The most effective management strategy is the use of pathogen-free certified seeds and disease-free transplants to prevent introduction of the pathogen into greenhouses and field production areas.
2. Transplants should be inspected regularly to identify symptomatic seedlings. Transplants with symptoms may be removed and destroyed or treated with streptomycin, if detected at the very early stage of disease development.
3. Washing seeds for 40 minutes in diluted Clorox (two parts Clorox plus eight parts water) is effective in reducing the bacterial population on a seed�s surface.","https://extension.wvu.edu/lawn-gardening-pests/plant-disease/fruit-vegetable-diseases/bacterial-leaf-spot-of-pepper#:~:text=Bacterial%20leaf%20spot%2C%20caused%20by,to%20another%20(Frank%20et%20al."
,,
Early_blight,"1. Follow a complete and regular foliar fungicide spray program.
2. Practice good killing techniques to lessen tuber infections.
3. Allow tubers to mature before digging, dig when vines are dry, not wet, and avoid excessive wounding of potatoes during harvesting and handling.","http://vegetablemdonline.ppath.cornell.edu/factsheets/Potato_EarlyBlt.htm#:~:text=Early%20blight%20(EB)%20is%20a,the%20chance%20for%20tuber%20infection."
Late_blight,"1. Eliminate sources of inoculum such as hairy nightshade weed species and volunteer potatoes.
2. Do not mix seed lots because cutting can transmit late blight.
3. Destroy all cull and volunteer potatoes.",https://www.ag.ndsu.edu/publications/crops/late-blight-in-potato
,,
,,
,,
Powdery_mildew,"1. Sulfur and �Stylet� oil are effective products for powdery mildew control.
2. Fixed copper fungicides have also shown results in managing powdery mildew.
3. Neem oil is also an effective combatant for managing powdery mildew.",https://www.gardeningknowhow.com/edible/vegetables/squash/powdery-mildew-in-squash.htm
Leaf_scorch,"1. Since this fungal pathogen overwinters on the fallen leaves of infected plants, proper garden sanitation is key. This includes the removal of infected garden debris from the strawberry patch, as well as the frequent establishment of new strawberry transplants.
2. The creation of new plantings and strawberry patches is key to maintaining a consistent strawberry harvest, as older plants are more likely to show signs of severe infection.
3. When making new plantings always ensure that good planting practices are implemented. These practices include the use of proper plant spacing to provide adequate air circulation and the use of drip irrigation.","https://www.gardeningknowhow.com/edible/fruits/strawberry/strawberries-with-leaf-scorch.htm#:~:text=Scorched%20strawberry%20leaves%20are%20caused,on%20the%20topside%20of%20leaves."
,,
Bacterial_spot,"1. Remove symptomatic plants from the field or greenhouse to prevent the spread of bacteria to healthy plants.
2. Burn, bury or hot compost the affected plants and DO NOT eat symptomatic fruit.
3. Plant pathogen-free seed or transplants to prevent the introduction of bacterial spot pathogens on contaminated seed or seedlings. ","https://hort.extension.wisc.edu/articles/bacterial-spot-of-tomato/#:~:text=Bacterial%20spot%20of%20tomato%20is%20caused%20by%20Xanthomonas%20vesicatoria%2C%20Xanthomonas,or%20may%20not%20show%20symptoms."
Early_blight,"1. Maintain plant vigor. Maintaining adequate fertilization and improving host vigor can reduce susceptibility to early blight.
2. Remove volunteer weeds. Removing volunteer tomatoes can reduce disease as they can serve as an inoculum source.
3. Rotate every 2-3 years. Rotating away from tomato can reduce inoculum density in a field.",https://content.ces.ncsu.edu/early-blight-of-tomato
Late_blight,"1. Plant early in the season to escape high disease pressure later in the season.
2. Do not allow water to remain on leaves for long periods of time.
3. Scout plants often and remove infected plants, infected fruit, volunteers and weeds.",https://content.ces.ncsu.edu/tomato-late-blight
Leaf_Mold,"1. Use drip irrigation and avoid watering foliage.
2. Sterilize stakes, ties, trellises, etc. with 10% household bleach or commercial sanitizer.
3. Circulate air in greenhouses or tunnels with vents and fans and by rolling up high tunnel sides to reduce humidity around plants.",https://extension.umn.edu/disease-management/tomato-leaf-mold#cultural-management-2982862
Septoria_leaf_spot,"1. If caught early, the lower infected leaves can be removed and burned or destroyed.
2. Nightshade and horsenettle are frequently hosts of Septoria leaf spot and should be eradicated around the garden site.
3. If the above measures do not control the disease, you may want to use fungicidal sprays. Fungicides will not cure infected leaves, but they will protect new leaves from becoming infected.",https://www.missouribotanicalgarden.org/gardens-gardening/your-garden/help-for-the-home-gardener/advice-tips-resources/pests-and-problems/diseases/fungal-spots/septoria-leaf-spot-of-tomato.aspx
Spider_mites,"1. Spray water regularly on plants to reduce dust, spider mites do well in dusty conditions.
2. Remove remains (residues) from a previous crop and destroy before planting new crop.
3. Avoid continuous cropping of tomato and related plants which makes it difficult to control red spider mites, since they always have a plant to feed on.","https://www.plantwise.org/knowledgebank/factsheetforfarmers/20137804187#:~:text=The%20tomato%20red%20spider%20mites,and%20die%20or%20fall%20off."
Target_Spot,"1. Rotate crops and don�t plant tomatoes in areas where other disease-prone plants have been located in the past year� primarily eggplant, peppers, potatoes or, of course� tomatoes.
2. Be sure the plants aren�t crowded and that each tomato has plenty of air circulation. Cage or stake tomato plants to keep the plants above the soil.
3. Water tomato plants in the morning so the leaves have time to dry. Water at the base of the plant or use a soaker hose or drip system to keep the leaves dry. Apply a mulch to keep the fruit from coming in direct contact with the soil.","https://www.gardeningknowhow.com/edible/vegetables/tomato/target-spot-on-tomatoes.htm#:~:text=Also%20known%20as%20early%20blight,passion%20flower%20and%20certain%20ornamentals."
Yellow_Leaf_Curl_Virus,"1. To control the spread of TYLCV include planting resistant/tolerant lines, crop rotation, and breeding for resistance of TYLCV. As with many other plant viruses, one of the most promising methods to control TYLCV is the production of transgenic tomato plants resistant to TYLCV.",https://en.wikipedia.org/wiki/Tomato_yellow_leaf_curl_virus
mosaic_virus,"1. Soak seeds in a 10% solution of trisodium phosphate (Na3PO4) for at least 15 minutes.
2. Heat dry seeds to 158 �F and hold them at that temperature for two to four days.
3. Hot water treatment is not adequate for some tomato viruses. ",https://extension.umn.edu/disease-management/tomato-viruses
